Numéro du poste,Circonscription,Commune,Etablissement,RNE,Nature,Spécialité,Nb. Cl.,Dont Cl. Spé.,Nb supports mis au mouvement,Nb supports inaccessibles,Total,Dont nb supports vacants,Coords
19744,DAMMARIE-LES-LYS,DAMMARIE LES LYS,HENRI WALLON                  ,0771371X,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,0,"(48.5240686, 2.6424976)"
186299,DAMMARIE-LES-LYS,DAMMARIE LES LYS,MAURICE DE SEYNES             ,0772655T,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.5183833, 2.6377993)"
17934,PEI,DAMMARIE LES LYS,ROBERT DOISNEAU               ,0770019C,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5185778, 2.6457971)"
211536,DAMMARIE-LES-LYS,DAMMARIE LES LYS,RENE COTY                     ,0770613Y,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5224425, 2.6447984)"
211531,DAMMARIE-LES-LYS,DAMMARIE LES LYS,JULES VERNE                   ,0770615A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5221964, 2.6455677)"
211537,DAMMARIE-LES-LYS,DAMMARIE LES LYS,PAUL DOUMER                   ,0770618D,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.5171251, 2.635537)"
211532,DAMMARIE-LES-LYS,DAMMARIE LES LYS,ANTOINE DE SAINT-EXUPERY      ,0770619E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.5170362, 2.6350703)"
211538,DAMMARIE-LES-LYS,DAMMARIE LES LYS,,0770622H,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5162692, 2.6356684)"
211533,DAMMARIE-LES-LYS,DAMMARIE LES LYS,JULIETTE GEORGE               ,0771143Z,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.5093238, 2.6154679)"
211534,DAMMARIE-LES-LYS,DAMMARIE LES LYS,JACQUES GONDOUIN              ,0771309E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5241664, 2.6419505)"
211539,DAMMARIE-LES-LYS,DAMMARIE LES LYS,FRANCOIS DE TESSAN            ,0771330C,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.5085344, 2.6159973)"
211540,DAMMARIE-LES-LYS,DAMMARIE LES LYS,HENRI WALLON                  ,0771371X,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5240686, 2.6424976)"
211535,DAMMARIE-LES-LYS,DAMMARIE LES LYS,SIDONIE COLETTE               ,0771479P,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5181161, 2.6369105)"
211541,DAMMARIE-LES-LYS,DAMMARIE LES LYS,MAURICE DE SEYNES             ,0772655T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5183833, 2.6377993)"
19571,DAMMARIE-LES-LYS,DAMMARIE LES LYS,DAMMARIE-LES-LYS              ,0771136S,TS - Titulaire de secteur,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.5085344, 2.6159973)"
20622,PEI,DAMMARIE LES LYS,,0771931F,UEE - Unité d'enseignement élémentaire,G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes,0,0,1,0,1,1,"(48.5162692, 2.6356684)"
166298,PEI,DAMMARIE LES LYS,ROBERT DOISNEAU               ,0770019C,ULCG - Ulis collège,G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes,0,0,1,0,1,0,"(48.5185778, 2.6457971)"
175145,PEI,DAMMARIE LES LYS,GEORGES POLITZER              ,0771476L,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.5213634, 2.6415261)"
18910,DAMMARIE-LES-LYS,DAMMARIE LES LYS,PAUL DOUMER                   ,0770618D,ULEC - Ulis école,G0175 - Ulis ue troubles fonctions visuelles,0,0,1,0,1,1,"(48.5171251, 2.635537)"
18911,DAMMARIE-LES-LYS,DAMMARIE LES LYS,PAUL DOUMER                   ,0770618D,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.5171251, 2.635537)"
19693,DAMMARIE-LES-LYS,DAMMARIE LES LYS,FRANCOIS DE TESSAN            ,0771330C,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.5085344, 2.6159973)"
19746,DAMMARIE-LES-LYS,DAMMARIE LES LYS,HENRI WALLON                  ,0771371X,ULEC - Ulis école,G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes,0,0,1,0,1,0,"(48.5240686, 2.6424976)"
19511,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,CPC - Conseiller pédagogique ien (1d),G0000 - Sans spécialité,0,0,0,1,1,0,"(49.0547758, 2.6835682)"
166300,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,CPC - Conseiller pédagogique ien (1d),G0164 - Technologies et ressources éducatives,0,0,0,1,1,0,"(49.0547758, 2.6835682)"
19512,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,CPEP - Conseiller pédagogique pour l'eps,G0000 - Sans spécialité,0,0,0,1,1,0,"(49.0547758, 2.6835682)"
141800,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772799Z,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,1,"(49.0600665, 2.6765428)"
18338,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAU BONNE                     ,0770295C,DE - Directeur d'école,D0000 - Direction,11,1,0,1,1,0,"(49.0540946, 2.6723173)"
18342,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DU VERGER DE LA THUILERIE     ,0770296D,DE - Directeur d'école,D0000 - Direction,11,0,0,1,1,0,"(49.0547758, 2.6835682)"
19956,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE VERGER DE LA THUILERIE     ,0771488Z,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(49.0547758, 2.6835682)"
20005,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAUBONNE                      ,0771510Y,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(49.0541621, 2.6730104)"
20913,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,HENRI DUNANT                  ,0772164J,DE - Directeur d'école,D0000 - Direction,8,1,1,0,1,0,"(49.0627688, 2.6882623)"
21506,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772799Z,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(49.0600665, 2.6765428)"
21632,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772869A,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(49.0600665, 2.6765428)"
18339,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAU BONNE                     ,0770295C,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,1,9,0,"(49.0540946, 2.6723173)"
18343,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DU VERGER DE LA THUILERIE     ,0770296D,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,10,0,10,2,"(49.0547758, 2.6835682)"
20914,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,HENRI DUNANT                  ,0772164J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(49.0627688, 2.6882623)"
21507,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772799Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,11,0,11,2,"(49.0600665, 2.6765428)"
19957,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE VERGER DE LA THUILERIE     ,0771488Z,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,1,6,0,"(49.0547758, 2.6835682)"
20006,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAUBONNE                      ,0771510Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(49.0541621, 2.6730104)"
20915,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,HENRI DUNANT                  ,0772164J,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(49.0627688, 2.6882623)"
21633,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772869A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(49.0600665, 2.6765428)"
19514,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,ITIN - (enseignant) 1e degré itinérant spécialisé,G0163 - Accueil primo arrivants,0,0,1,0,1,0,"(49.0547758, 2.6835682)"
19515,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,ITSP - Enseignant 1er degré itinérant spécialisé,G0000 - Sans spécialité,0,0,1,0,1,1,"(49.0547758, 2.6835682)"
19516,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,RASE - Réseau d'aide à dominante,G0172 - Rased aide à dominante relationnelle ,0,0,1,0,1,1,"(49.0547758, 2.6835682)"
211543,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAU BONNE                     ,0770295C,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(49.0540946, 2.6723173)"
211544,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DU VERGER DE LA THUILERIE     ,0770296D,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,3,0,3,0,"(49.0547758, 2.6835682)"
211545,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,HENRI DUNANT                  ,0772164J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,3,0,3,0,"(49.0627688, 2.6882623)"
211546,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,LE PETIT PRINCE               ,0772799Z,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(49.0600665, 2.6765428)"
19518,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE            ,0771130K,TS - Titulaire de secteur,G0000 - Sans spécialité,0,0,3,0,3,1,"(49.0547758, 2.6835682)"
189002,PEI,DAMMARTIN EN GOELE,DE L'EUROPE                   ,0772190M,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(49.0635842, 2.6830375)"
141737,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,EAU BONNE                     ,0770295C,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(49.0540946, 2.6723173)"
20917,DAMMARTIN EN GOELE,DAMMARTIN EN GOELE,HENRI DUNANT                  ,0772164J,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(49.0627688, 2.6882623)"
19248,LA FERTE SOUS JOUARRE,DAMMARTIN SUR TIGEAUX,,0770833M,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.8156681, 2.9229055)"
19249,LA FERTE SOUS JOUARRE,DAMMARTIN SUR TIGEAUX,,0770833M,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8156681, 2.9229055)"
19250,LA FERTE SOUS JOUARRE,DAMMARTIN SUR TIGEAUX,,0770833M,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8156681, 2.9229055)"
20138,LAGNY,DAMPMART,EMILE BLANCHET                ,0771577W,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8865684, 2.7367945)"
20140,LAGNY,DAMPMART,LES VALLIERES                 ,0771578X,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,0,"(48.8867116, 2.7387424)"
20141,LAGNY,DAMPMART,LES VALLIERES                 ,0771578X,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,1,"(48.8867116, 2.7387424)"
20139,LAGNY,DAMPMART,EMILE BLANCHET                ,0771577W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8865684, 2.7367945)"
211547,LAGNY,DAMPMART,EMILE BLANCHET                ,0771577W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8865684, 2.7367945)"
211548,LAGNY,DAMPMART,LES VALLIERES                 ,0771578X,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.8867116, 2.7387424)"
19128,NEMOURS,DARVAULT,ECOLE DE LA FORET             ,0770757E,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.2671241, 2.7266683)"
19129,NEMOURS,DARVAULT,ECOLE DE LA FORET             ,0770757E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.2671241, 2.7266683)"
19130,NEMOURS,DARVAULT,ECOLE DE LA FORET             ,0770757E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.2671241, 2.7266683)"
211549,NEMOURS,DARVAULT,ECOLE DE LA FORET             ,0770757E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.2671241, 2.7266683)"
20939,MEAUX NORD,DHUISY,,0772177Y,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,0,"(49.0401293, 3.1593454)"
18352,MONTEREAU,DONNEMARIE DONTILLY,L'AUXENCE                     ,0770304M,DE - Directeur d'école,D0000 - Direction,9,1,1,0,1,0,"(48.4775739, 3.1314482)"
20768,MONTEREAU,DONNEMARIE DONTILLY,LA BUTTE SAINT PIERRE         ,0772059V,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.4784615, 3.1329223)"
18353,MONTEREAU,DONNEMARIE DONTILLY,L'AUXENCE                     ,0770304M,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,1,"(48.4775739, 3.1314482)"
20769,MONTEREAU,DONNEMARIE DONTILLY,LA BUTTE SAINT PIERRE         ,0772059V,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,1,3,0,"(48.4784615, 3.1329223)"
166301,PEI,DONNEMARIE DONTILLY,DU MONTOIS                    ,0770020D,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.478293, 3.1423709)"
211550,PEI,DONNEMARIE DONTILLY,DU MONTOIS                    ,0770020D,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.478293, 3.1423709)"
18354,MONTEREAU,DONNEMARIE DONTILLY,L'AUXENCE                     ,0770304M,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.4775739, 3.1314482)"
19006,NEMOURS,DORMELLES,,0770677T,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.3146742, 2.9026556)"
19007,NEMOURS,DORMELLES,,0770677T,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3146742, 2.9026556)"
19422,COULOMMIERS,DOUE,,0771037J,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,1,"(48.8652155, 3.16378)"
19423,COULOMMIERS,DOUE,,0771037J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8652155, 3.16378)"
211551,COULOMMIERS,DOUE,,0771037J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.8652155, 3.16378)"
18673,MEAUX NORD,DOUY LA RAMEE,,0770478B,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,1,"(49.0664354, 2.881464)"
18073,DAMMARIE-LES-LYS,ECHOUBOULAINS,,0770160F,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.4638717, 2.9447192)"
18074,DAMMARIE-LES-LYS,ECHOUBOULAINS,,0770160F,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.4638717, 2.9447192)"
211552,DAMMARIE-LES-LYS,ECHOUBOULAINS,,0770160F,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.4638717, 2.9447192)"
18355,MONTEREAU,EGLIGNY,LES HIRONDELLES               ,0770306P,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.4269091, 3.1214174)"
18356,MONTEREAU,EGLIGNY,LES HIRONDELLES               ,0770306P,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.4269091, 3.1214174)"
18703,NEMOURS,EGREVILLE,DUFET-BOURDELLE               ,0770501B,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.1728817, 2.8734854)"
18706,NEMOURS,EGREVILLE,MASSENET                      ,0770502C,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.1741462, 2.8718838)"
18707,NEMOURS,EGREVILLE,MASSENET                      ,0770502C,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.1741462, 2.8718838)"
18704,NEMOURS,EGREVILLE,DUFET-BOURDELLE               ,0770501B,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.1728817, 2.8734854)"
211554,NEMOURS,EGREVILLE,DUFET-BOURDELLE               ,0770501B,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.1728817, 2.8734854)"
18593,CHAMPS SUR MARNE,EMERAINVILLE,LAVOISIER                     ,0770431A,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.8302554, 2.6008311)"
20090,CHAMPS SUR MARNE,EMERAINVILLE,MARE L'EMBUCHE                ,0771553V,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,1,"(48.8115813, 2.6212919)"
20143,CHAMPS SUR MARNE,EMERAINVILLE,MARE L'EMBUCHE                ,0771579Y,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8115813, 2.6212919)"
20577,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771899W,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.8098984, 2.6252964)"
20579,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771900X,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.8098984, 2.6252964)"
20766,CHAMPS SUR MARNE,EMERAINVILLE,BOIS D'EMERY                  ,0772058U,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.8055171, 2.6231156)"
20958,CHAMPS SUR MARNE,EMERAINVILLE,MALNOUE                       ,0772202A,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.8281037, 2.5910887)"
20969,CHAMPS SUR MARNE,EMERAINVILLE,MALNOUE                       ,0772209H,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8281037, 2.5910887)"
18594,CHAMPS SUR MARNE,EMERAINVILLE,LAVOISIER                     ,0770431A,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8302554, 2.6008311)"
20091,CHAMPS SUR MARNE,EMERAINVILLE,MARE L'EMBUCHE                ,0771553V,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8115813, 2.6212919)"
20580,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771900X,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8098984, 2.6252964)"
20767,CHAMPS SUR MARNE,EMERAINVILLE,BOIS D'EMERY                  ,0772058U,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8055171, 2.6231156)"
20970,CHAMPS SUR MARNE,EMERAINVILLE,MALNOUE                       ,0772209H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8281037, 2.5910887)"
174750,CHAMPS SUR MARNE,EMERAINVILLE,LAVOISIER                     ,0770431A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8302554, 2.6008311)"
20144,CHAMPS SUR MARNE,EMERAINVILLE,MARE L'EMBUCHE                ,0771579Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.8115813, 2.6212919)"
20578,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771899W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8098984, 2.6252964)"
20959,CHAMPS SUR MARNE,EMERAINVILLE,MALNOUE                       ,0772202A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8281037, 2.5910887)"
20581,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771900X,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.8098984, 2.6252964)"
211557,CHAMPS SUR MARNE,EMERAINVILLE,LAVOISIER                     ,0770431A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8302554, 2.6008311)"
211555,CHAMPS SUR MARNE,EMERAINVILLE,MARE L'EMBUCHE                ,0771579Y,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8115813, 2.6212919)"
211558,CHAMPS SUR MARNE,EMERAINVILLE,JEAN JAURES                   ,0771900X,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8098984, 2.6252964)"
211556,CHAMPS SUR MARNE,EMERAINVILLE,MALNOUE                       ,0772202A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8281037, 2.5910887)"
18255,VAL D'EUROPE,ESBLY,LES COULEURS                  ,0770257L,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.9035253, 2.8134995)"
19830,VAL D'EUROPE,ESBLY,DU CENTRE                     ,0771430L,DE - Directeur d'école,D0000 - Direction,10,0,1,0,1,0,"(48.9029439, 2.8133765)"
20146,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771580Z,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8938635, 2.8130416)"
20149,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771581A,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8938635, 2.8130416)"
19831,VAL D'EUROPE,ESBLY,DU CENTRE                     ,0771430L,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,9,0,9,1,"(48.9029439, 2.8133765)"
20147,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771580Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8938635, 2.8130416)"
18256,VAL D'EUROPE,ESBLY,LES COULEURS                  ,0770257L,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.9035253, 2.8134995)"
20150,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771581A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8938635, 2.8130416)"
19719,PEI,ESBLY,LOUIS BRAILLE                 ,0771361L,ISES - Enseignant 1er degré de segpa,G0170 - Enseigner en segpa ou en erea ,0,0,3,0,3,1,"(48.8958539, 2.8043324)"
19832,VAL D'EUROPE,ESBLY,DU CENTRE                     ,0771430L,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.9029439, 2.8133765)"
211559,VAL D'EUROPE,ESBLY,LES COULEURS                  ,0770257L,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9035253, 2.8134995)"
211561,VAL D'EUROPE,ESBLY,DU CENTRE                     ,0771430L,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9029439, 2.8133765)"
211562,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771580Z,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8938635, 2.8130416)"
211560,VAL D'EUROPE,ESBLY,CHAMPS FORTS                  ,0771581A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8938635, 2.8130416)"
19720,PEI,ESBLY,LOUIS BRAILLE                 ,0771361L,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.8958539, 2.8043324)"
18947,SEINE ET LOING,ESMANS,DE LA SOURCE                  ,0770645H,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.3493312, 2.9729247)"
174752,SEINE ET LOING,ESMANS,DE LA SOURCE                  ,0770645H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.3493312, 2.9729247)"
18948,SEINE ET LOING,ESMANS,DE LA SOURCE                  ,0770645H,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.3493312, 2.9729247)"
211564,SEINE ET LOING,ESMANS,DE LA SOURCE                  ,0770645H,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3493312, 2.9729247)"
18675,MEAUX NORD,ETREPILLY,,0770479C,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(49.034357, 2.9298619)"
